CNPJ/CPF,Incentivador,ESPORTE (Valor que pode aportar/ ano),CULTURA (valores aportados 2016),
88587357000169,Cooperativa Santa Clara Ltda. ,5750,23000,
10413618000137,Patria Infraestrutura Gestão de Recursos Ltda.,5750,23000,
19809060000188,Barros e Braga Locação de Veículos Ltda.,5750,23000,
1681499000102,LTM INDUSTRIA E COMERCIO DE CHICOTES ELETRICOS LTDA,"5708,39","22833,56",
2674687000176,Life Defense Segurança LTDA,5700,22800,
77000909000174,V J FUCHS & CIA LTDA,5700,22800,
44589885000181,Buckman Laboratórios Ltda,5625,22500,
45349495000105,CRUZOLEO DERIVADOS DE PETROLEO LTDA. ,5625,22500,
5945932000120,TECLAV - TECNOLOGIA E LAVAGEM INDUSTRIAL LTDA,5625,22500,
962616000143,Santa Clara Distribuidoras  de Veículos e Peças LTDA,"5622,5",22490,
2108194000179,PLANTUN COMERCIO E REPRESENTACAO EIRELI ,"5614,06","22456,25",
46677860000165,Risel Combustíveis Ltda.,5600,22400,
57006264000170,Zen S/A Indústria Metalúrgica,5600,22400,
90724261000147,Oniz Alimentos Ltda,5500,22000,
77615128000194,Plantar Comércio de Insumos Ldta.,5500,22000,
57040040000184,Matera Systems Informática S.A.,5500,22000,
1387625000110,Doctor Clin Operadora de Planos de Saúde LTDA,5500,22000,
9163677000115,XP CONTROLE PARTICIPACOES S/A,5500,22000,
17806779000130,COMPANHIA MINERADORA DO PIROCLORO DE ARAXA,5500,22000,
85129518000182,Moinho Catarinense S.A.,5500,22000,
6887099000171,Locaweb IDC Ltda,5500,22000,
47257902000171,MAURICIO DE SOUSA PRODUCOES EIRELI ,5500,22000,
6137677000152,BRPR 56 SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,5500,22000,
94974300000115,Savarauto Comércio Importação e Exportação de Veículos Ltda,5500,22000,
9385272000121,SPOT MARKETING PROMOCIONAL LTDA ,"5467,11","21868,45",
49243124000197,TRANSMORENO TRANSPORTES RODOVIARIOS LTDA,"5430,17","21720,69",
25661463000125,Fortluz Industria e Comercio Ltda.,5400,21600,
53437315000167,Comercial João Afonso Ltda.,5385,21540,
9278222000145,OLSAT TECNOLOGIA LTDA ,"5360,78","21443,11",
92170307000159,Disfonte Distribuidora de Bebidas Ltda,5250,21000,
2977455000197,LIBERDADE SEGURANCA E VIGILANCIA LTDA ,5250,21000,
84148436000112,Manoel Marchetti Ind. E Com. Ltda.,5250,21000,
73912859000140,"Torrecid do Brasil Fritas, Esmaltes e Corantes Ltda.",5250,21000,
57014862000190,Mann Hummel Brasil Ltda,5250,21000,
76147578000137,Emisa Plaenge Engenharia Ltda,5250,21000,
11164248000104,PINHEIRO E SANTOS LTDA,5250,21000,
1185758000104,Consulplan Consultoria e Planejamento em Administração Pública Ltda,5250,21000,
3224942000141,D.P.L DISTRIBUIDORA DE PECAS LTDA ,5250,21000,
7790648000158,BLUESTAR SILICONES BRASIL LTDA.,5250,21000,
53309845000120,Produtos Alimentícios Orlândia S/A Comércio Industrias,"5245,66","20982,64",
2733732000116,Chroma Veiculos Ltda,"5180,25","20720,98",
85376887000170,MULLER NOVO HORIZONTE DISTRIBUIDORA LTDA,5180,"20719,99",
83796763000118,FRISAJO AGRO PECUARIA INDUSTRIAL LTDA ,"5159,98","20639,91",
78759701000104,Sita - Concrebras S/A,5150,20600,
323326000150,Supermercado Portaprata LTDA,5125,20500,
846804000106,Brida Lubrificantes Ltda,5125,20500,
88671151000112,Mercado de Alimentos Grepar.,5125,20500,
1631022000112,Vianmaq Equipamentos Ltda,"5094,2","20376,79",
46079372000156,Supermercado Solar Ltda,"5087,13","20348,5",
60628468000157,Mineração Jundu Ltda,5025,20100,
49031776000168,Mecalor Soluções em Engenharia Térmica LTDA,5000,20000,
81303463000124,Textil Farbe Ltda,5000,20000,
2077546000176,Biancogrês Crerâmica,5000,20000,
93973329000110,Industria De Comercio De Produtos De Limpeza Girando Sol Ltda ,5000,20000,
78016003000100,A Yoshii Engenharia e Construções LTDA,5000,20000,
79653119000113,IND E COM DE CONFEC LA MODA LTDA,5000,20000,
7127659000152,FOBRAS COMERCIAL LTDA,5000,20000,
3609818000102,Rochaverá Desenvolvimento Imobiliário Ltda,5000,20000,
3145706000130,Brasilif Equipamentos e Logística Ltda,5000,20000,
10931741000140,Ariam Equipamentos Metalúrgicos Ltda.,5000,20000,
8296255000155,PGT SOLUCOES COMERCIO E SERVICOS DE MATERIAL DE INFORMATICA LTDA,5000,20000,
7836977000192,Indústria de calçados gonçalves LTDA,5000,20000,
87859278000105,Metalurgica Simonaggio Ltda ,5000,20000,
1770039000150,GSI BRASIL INDUSTRIA E COMERCIO DE EQUIPAMENTOS AGROPECUARIOS LTDA ,5000,20000,
12062071000106,SECOPI - SEGURANÇA COMERCIAL DO PIAUÍ LTDA,5000,20000,
64338171000108,CCT - CONCEITUAL CONSTRUCOES LTDA,5000,20000,
1436319000127,Nova Riotel Empreendimentos Hoteleiros Ltda,5000,20000,
42873091000110,COMERCIO E REPRESENTACOES CECOTI LTDA,5000,20000,
4496152000188,DIGITHOBRASIL SOLUCOES EM SOFTWARE LTDA,5000,20000,
87861324000100,Sulmaq Industrial e Comercial S.A,5000,20000,
89122972000162,Alvorada Sistemas Agrícolas Ltda.,5000,20000,
50765288000163,MPD ENGENHARIA LTDA.,5000,20000,
5108075000104,FRAVI INDUSTRIA E COMERCIO DE EQUIPAMENTOS AGRICOLAS LTDA ,5000,20000,
52448255000115,"CPS - CENTRAL DE PRODUCOES, SERVICOS E EDICOES MUSICAIS LTDA",5000,20000,
60870847000159,Viação Gato Preto Ltda,5000,20000,
9248608000104,Seguradora Líder dos Consórcios do Seguro DPVAT S.A,5000,20000,
34230979000106,Supemix Concreto SA,5000,20000,
68331891000100,COMERCIAL CORDEIRO DE DERIVADOS DE PETROLEO LTDA ,5000,20000,
88455589000163,ZES SUPERMERCADOS LTDA.,5000,20000,
96412820000160,INTERFACE FLOORING SYSTEMS COMERCIAL LTDA,5000,20000,
4607022000175,Irmãos Teixeira de Carvalho Ltda.,5000,20000,
91495226000166,IMPLEMENTOS AGRÍCOLAS S/A.,5000,20000,
7592315000114,FH CONSULTORIA EMPRESARIAL LTDA ,5000,20000,
3841700000440,Pochet do Brasil Industria e Comercio Ltda,5000,20000,
2305606000160,Beaulieu do Brasil Indústria de Carpetes Ltda,5000,20000,
135201000104,Posto Aldo Primavera Ltda.,5000,20000,
10193734000198,COPPER INDUSTRIA E COMERCIO DE VERGALHOES LTDA,5000,20000,
1796973000141,LIBERTE VEICULOS LTDA,5000,20000,
17356474000173,NATURAL PORK ALIMENTOS S.A. ,5000,20000,
33059528000195,Copelmi Mineração Ltda,5000,20000,
277106000137,PERSONAL SERVICE RECURSOS HUMANOS E ASSESSORIA EMPRESARIAL LTDA,5000,20000,
2809496000174,Alfastar Participações Ltda,5000,20000,
76545011000119,Compasso de Tecnologia da Informação e Comunicação do Paraná - CELEPAR,5000,20000,
76902204000180,Fast Gondolas Equipamentos Ltda.,5000,20000,
88416482000106,Metasa S/A Indústria Metalúrgica,5000,20000,
60837192000117,Paulista S.A. - Comércio Participações e Empreendimentos,5000,20000,
10892102000384,JI ADMINISTRACAO HOTELEIRA LTDA ,5000,20000,
12049167000126,ARAUCARIA SANEAMENTO S.A.,5000,20000,
75400218000132,Cassol Materiais de Construção Ltda,5000,20000,
90627332000193,Distribuidora Meridional de Motores Cummnis S/A,5000,20000,
92750629000177,Box Print Grupo Graf Ltda,5000,20000,
3580479000170,Mutum Agro Pecuária S/A,5000,20000,
19526748000150,Companhia Industrial Cataguases,5000,20000,
23190281000198,CONSORCIO AGUAS DO PLANALTO,5000,20000,
89776991000102,MOINHO ESTRELA LTDA,5000,20000,
2716508000116,PLASAC PLANO DE SAUDE LTDA,5000,20000,
92782366000188,Metalúrgica Jackwal S.A.,5000,20000,
7196926000143,C Rolim Comércio de Confecção Ltda,5000,20000,
75802041000109,Famiglia Zanlorenzi S.A.,5000,20000,
4167283000111,Brastelha Industrial Ltda.,5000,20000,
3971957000173,Bortolloti Indústria e Comércio de Móveis Ltda - HB Móveis,5000,20000,
93514180000100,Tramontina Sul S.A.,5000,20000,
4915315000110,VENTANA SERRA DO BRASIL AGENCIAMENTO DE CARGAS LTDA,5000,20000,
6294126000100,RS - PRODUTOS HOSPITALARES LTDA,5000,20000,
4026752000182,Corretora de Seguro Sicredi Ltda,"4946,63","19786,51",
371600000166,Companhia Paraibana de Gás - PB GÁS,4875,19500,
90555202000192,Tritec Equipamentos Ltda,4875,19500,
15280560000114,Protec Indústria de Resinas Ltda.,4875,19500,
75526905000107,Agrícola Dall Oglio Importação e Exportação Ltda.,4800,19200,
80224785000115,ELETROTRAFO PRODUTOS ELETRICOS LTDA ,"4778,35","19113,4",
4459464000111,Comercial Baratão Colonial Ltda,4757,"19027,98",
2837836000170,Socotherm Brasil SA,"4755,75",19023,
62695036000194,Evonik Degussa Brasil Ltda,4750,19000,
14809659000106,Newsedan Comércio de Veículos Ltda - Crysler,4750,19000,
4781143000139,Baesa Energética Barra Grande S/A.,4750,19000,
92954106000142,Viação Ouro e Prata S/A,4750,19000,
10961551000175,Milbrasil Comércio de Alimentos Ltda.,"4724,24","18896,96",
92228410000102,OMNI Local S.A. - Crédito Financiamento e Investimento,4700,18800,
3874311000178,EMBAIXADA DOS ESTADOS UNIDOS DA AMERICA,"4651,98","18607,92",
8162032000103,Engeset - Engenharia e Serviços de Telecomunicações S/A,"4646,15","18584,6",
74492604000139,"MTG Administração, assessoria e participações S/A",4625,18500,
3992466000109,"LH Agropastoril, administração e participações Ltda.",4625,18500,
22399174000101,Lm Ind Com. Exp Ltda,4625,18500,
1067825000196,TWA Fomento Comercial Ltda.,4625,18500,
13478471000151,GLP BRASIL EMPREENDIMENTOS E PARTICIPACOES LTDA.,"4620,25",18481,
16626344000140,Pro Clean Higienização e Limpeza Ltda.,"4604,75",18419,
57609398000185,REAL FOOD ALIMENTACAO LTDA ,4600,18400,
37438843000184,ZOOFORT SUPLEMENTACAO ANIMAL INDUSTRIA E COMERCIO LTDA,"4597,5",18390,
3624173000179,Lofra Sud América Ltda.,4575,18300,
9539700000123,Candon Aditivos Para Alimentos Ltda.,"4527,47","18109,89",
79846275000109,Slonski e Cia Ltda.,"4525,43","18101,7",
12865557000174,MAPFRE Investimentos e Participações S.A.,"4512,5",18050,
79488482000120,Proserv Assessoria e Consultoria de Pessoal Ltda. ,4500,18000,
80689839000118,Disauto - Distribuidora de Autopeças Ltda,4500,18000,
3787133000148,Plaza Veículos e Serviços Ltda.,4500,18000,
3558482000198,Bahia Transferência e Tratamento de Resíduo S.A.,4500,18000,
9153012000120,"U-TECH DO BRASIL INDUSTRIA, IMPORTACAO, EXPORTACAO E DISTRIBUICAO - EIRELI",4500,18000,
5232096000137,MINAMI MOTORS LTDA,4500,18000,
79124079000112,Fabrica de Acolchoados Maringá Ltda.,4500,18000,
303732000150,INDUSTRIA DE MOVEIS NOTAVEL LTDA ,4500,18000,
79416459000120,Pamplona Eletro Metarlugica LTDA,4500,18000,
61522173000164,Rosset e Cia Ltda,4500,18000,
52167236000110,Colegio Etapa,"4468,93","17875,72",
14919095000156,INSTITUTO ATUACAO,4450,17800,
82489709000167,ML Bedim e Cia Ltda,"4445,5",17782,
8308196000198,HSA Comércio de Painéis Ltda,"4437,5",17750,
7698801000111,CENEGED - Companhia Eletromecânica e Gerenciamento de Dados S/A,"4391,63","17566,5",
472805000138,Traçado Construçõese Serviços Ltda.,4375,17500,
79863890000115,Nestor Lachmann & Cia Ltda,"4369,67","17478,69",
8641686000101,Tratorcase Máquinas Agrícolas S/A,"4350,59","17402,34",
93362820000104,MAFER IND E COM DE ARTEFATOS DE BORRACHA LTDA ,"4348,01","17392,05",
56566292000189, Pro Security Serviços Especializados Ltda.,"4344,5",17378,
69194454000147,M.N TERUYA COMERCIAL DE FERRAMENTAS LTDA,"4343,95","17375,8",
4492733000141,UNIÃO DE FACULDADES DO AMAPÁ LTDA,"4316,16","17264,62",
80718984000180,Alumasa Ind Plástico e Alumínio Ltda,"4270,77","17083,07",
49324304000101,FAZENDA VERA CRUZ LTDA,4250,17000,
82725128000187,Tinturaria Florisa Ltda.,4250,17000,
1886356000137,Fabbof Indústria Metalúrgica Ltda.,4250,17000,
88006960000100,SIDERSUL - Produtos Siderúrgicos Ltda.,4250,17000,
16838421000126,XP CONTROLE 2 PARTICIPACOES S/A,4250,17000,
94929734000101,Giordani Turismo Ltda,4250,17000,
3647692000152,Tani Motors Distribuidora de Veículos Ltda,4250,17000,
31759699000363,Comercial Devens Ltda.,4125,16500,
4768477000253,ITALO SUPERMERCADOS LTDA,4125,16500,
76897297000100,Granja Real Ltda.,"4090,74","16362,96",
71896880000174,Viação Cidade de Caieiras Ltda.,4075,16300,
3387396000160,Abatedouro São Salvador LTDA,"4055,67","16222,69",
84586734000194,Triton Maquinas Agricolas Ltda,4050,16200,
1972480000115,FERROLESTE LTDA ,4000,16000,
5883738000168,Agrofutura Comercio e Representações de Insumos Agricolas Ltda,4000,16000,
62328190000128,Centro de Alimentos Ltda.,4000,16000,
94674934000152,Motolândia Lajeado Ltda,4000,16000,
60625829000101,Construtora Passarelli Ltda..,4000,16000,
84988112000192,Hara e Estima Ltda.,4000,16000,
50285915000169,Metro Sistemas,4000,16000,
92028265000116,MESASUL COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,4000,16000,
2064172000154,Agosatinho Saling e Cia Ltda,4000,16000,
82645862000136,Associação Recreativa Desportiva e Cultural dos Empregados da Haco,4000,16000,
2330219000184,Dorvalino Motos Ltda.,"3929,03","15716,1",
79851291000181,Comercial Pato Branco Ltda,"3927,46","15709,83",
5933016000170,INSTITUTO CAMPINENSE DE ENSINO SUPERIOR LTDA,"3921,01","15684,03",
76676436000167,Sul Defensivos Agrícolas Ltda,"3901,9","15607,61",
22654772000180,TENTOS DO SUL COMERCIAL AGRICOLA LTDA,3875,15500,
10509583000134,Bom Brasil de Alimentos Ltda.,"3781,22","15124,86",
138806000140,Contrafo Industria e Comercio De Transformadores Eletricos Ltda ,"3778,35","15113,4",
7101487000148,MAPFRE WARRANTY DO BRASIL LTDA,"3772,75",15091,
4198850000105,SUPER SAFE DO BRASIL LTDA ,"3757,59","15030,34",
42167700000115,Nippon Stell Empreendimentos Siderúgicos Ltda.,"3750,25",15001,
75339051000141,Docol Metáis Sanitários Ltda,3750,15000,
10501779000182,Vivence Gestão de Empreendimentos Ltda.,3750,15000,
90064288000150,Maquinas Sazi Ltda,3750,15000,
4066581000115,Toyolex Caruaru Veículos Ltda.,3750,15000,
12927876000167,DIMACI/MG - MATERIAL CIRURGICO LTDA,3750,15000,
97223382000154,ARROZEIRA SEPEENSE S A,3750,15000,
5883693000121,Giro Distribuidora de Bebidas Ltda,3750,15000,
547437000140,RACKS REFRIGERACAO LTDA,3750,15000,
87493946000115,P & C Artemobili S/A,3750,15000,
76075118000140,Cascavel Máquinas Agricolas S/A,3750,15000,
15080234000163,ANDAL ADMINISTRADORA E INCORPORADORA LTDA,3750,15000,
57259392000125,"AZEVEDO & TRAVASSOS ENGENHARIA LTDA._x000D_
",3750,15000,
7049845000110,"Condor Nordeste Ind. e Com. Ltda._x000D_
",3750,15000,
6016215000187,LOHMANN DO BRASIL AVICULTURA LTDA,3750,15000,
14829805000157,TEC AGRO BRASIL LTDA,3750,15000,
62354055000157,Remaza Soc. Empreend. e Administração LTDA,3750,15000,
38756680000140,DKT do Brasil Produtos de Uso Pessoal Ltda,3750,15000,
61070744000177,Gonçalves S.A Indústria Gráfica,3750,15000,
57624462000105,Produtos Veterinários Ouro Fino Ltda.,3750,15000,
18842584000108,FRANCIELE CANABARRO VOLPATTO - ME,3750,15000,
75543611000185,Helisul Taxi Aéreo Ltda.,3750,15000,
78638061000176,Plaenge Empreendimentos Ltda,3750,15000,
4937518000107,MM COMERCIAL DE CEREAIS LTDA,3750,15000,
60723061000109,Yakult S/A indústria e comércio,3750,15000,
17943291000235,SUPERMERCADO CARROSSEL LTDA ,3750,15000,
17281973000149,Cofermeta S/A,3750,15000,
11777130000151,Paranapart Part. Societárias,3750,15000,
82937293000100,Agência de Fomento do Estado de Santa Catarina S/A,3750,15000,
26279935000142,KTM Administração e Engenharia Ltda,3750,15000,
1887122000104,Distribuidora de Tintas Darka Ltda.,3750,15000,
97578090000134,Muxfeldt Marin e Cia Ltda.,3750,15000,
98338072000148,Cooperativa Mista São Luiz Ltda.,3750,15000,
6980081000110,DAITAN LABS SOLUCOES EM TECNOLOGIA S/A ,3750,15000,
76361807000111,J. Martins Supermercados Planalto LTDA.,3750,15000,
2901290000170,Minasmáquinas S.A,3750,15000,
61820817000109,Banco Paulista S.A.,3750,15000,
81064511000179,UNIMED APUCARANA COOPERATIVA DE TRABALHO MEDICO ,3750,15000,
1287588000179,Dass Nordeste Calçados e Artigos Esportivos Ltda.,3750,15000,
3700074000129,M.I.B. DAOLIO SUPERMERCADO LTDA,3750,15000,
91305730000156,Indústria de Plásticos MArau Ltda.,3700,14800,
3572751000170,INSUAGRO-Insumos Agricolas Ltda,"3661,75",14647,
4744102000172,Mercantil Vista Verde Ltda,"3636,52","14546,07",
10892102000201,JIAH - JI Administração Hoteleira Ltda.,3625,14500,
26386169000115,Mercantil do Brasil Leasing,3625,14500,
87368304000194,SLOMP COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,3625,14500,
68181221000147,Brasil Assistência S.A.,"3575,5",14302,
31195175000125,MAPFRE Holding do Brasil Ltda.,"3562,5",14250,
71456503000114,APROVAR AGROPECUARIA COMERCIO E REPRESENTACOES LTDA ,"3558,36","14233,44",
71045363000191,MINASMAQUINAS ADMINISTRADORA DE CONSORCIOS LTDA,3500,14000,
7824875000157,SANTERRA COMERCIO E DISTRIBUICAO DE PRODUTOS AGRICOLAS LTDA ,3500,14000,
7062174000128,GMAD - Madville - Comércio de Compensados Ltda,3500,14000,
73668758000176,PERGAZA COMÉRCIO DE LÂMINAS LTDA,3500,14000,
100765000101,Lello Locação e Vendas Ltda.,3500,14000,
2927182000176, JJ THOMAZI & CIA LTDA,3500,14000,
71671945000183,Rendimento Serviços Financeiros Ltda.,3500,14000,
7191228000155,Ouro Safra Industria e Comercio Ltda,3400,13600,
2684965000176,PETROCAMP DERIVADOS DE PETROLEO LTDA ,3375,13500,
4536059000230,RAUDI INDUSTRIA E COMERCIO LTDA,3375,13500,
26389015000187,Data Engenharia Ltda.,3375,13500,
2228721000189,Rodovia das Cataracas S/A,3355,13420,
17604136000103,RIO BONITO SOLUCOES EM COPROCESSAMENTO LTDA. ,3350,13400,
27555390000112,SUPERMERCADOS ARACRUZ LTDA ,3350,13400,
9042817000105,BEMOBI MIDIA E ENTRETENIMENTO LTDA ,"3337,87","13351,47",
4160039000127,Mapfre Distribuidora de Títulos e Valores Mobiliários S/A,3325,13300,
20777000118,Brasil Centro de Experimentação e Segurança Viária - CESVI,3325,13300,
79086997000102,Cooperativa de Crédito de Livre Admissão Paranapanema - SICREDI Paranapanema PR,"3286,74","13146,97",
10339739000186,FW INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA,"3261,32","13045,29",
79035275000110,AGRICOLA M K LTDA,"3250,71","13002,85",
1797671000198,MIZU S/A,3250,13000,
22010136000115,Cereais Silveira Ltda.,3250,13000,
90295338000100,Venax Eletrodomésticos LTDA,3250,13000,
8041822000122,FG- Farma Goiás Distribuidora de Medicamentos Ltda.,3250,13000,
85098929000158,Lunelli Indústria Têxtil Ltda.,3250,13000,
5063653000133,Engepeças Equipamentos Ltda.,3250,13000,
44166627000192,LELLO CONDOMINIOS LTDA ,3250,13000,
10264663000177,BBN Banco Brasileiro de Negócios,3250,13000,
5677629000356,Fancar Veiculos Ltda,3250,13000,
82446394000170,Radiante Engenharia de Telecomunicações Ltda.,3225,12900,
61353199000126,INDUSTRIA E COMERCIO LEAL LTDA,"3208,96","12835,83",
4664637000133,Copag da Amazônia S/A,"3206,16","12824,62",
24771792000166,UNIAO EDUCACIONAL CANDIDO RONDON - UNIRONDON LTDA,3204,12816,
85179240000158,Corsul Comercio e Representações do Sul Ltda.,3200,12800,
15581638000130,"FACTA FINANCEIRA S.A. CREDITO, FINANCIAMENTO E INVESTIMENTO","3173,51","12694,02",
57484768000103,Valisère Indústria e Comércio Ltda,"3158,78","12635,11",
8226125000146,ICTS Global Serviços de Consultoria em Gestao de Riscos Ltda,3125,12500,
18625098000138,FREE SPIRIT CONSULTORIA E EVENTOS LTDA ,3125,12500,
10583267000102,Armazém Brasil Comércio de Alimentos Ltda.,"3100,74","12402,95",
7953689000118,Fagundez Distribuição Ltda.,3100,12400,
9301845000191,Oderço Distribuidora de Elertrônicos Ltda.,"3093,74","12374,97",
56890000153,Galicia Empreendimentos e Participações Ltda.,3050,12200,
4664637000214,Copag da Amazônia S.A.,"3043,85","12175,4",
26549311000106,Cooperativa de Crédito de Livre Admissão de Associados do Sul de Mato Grosso - Sicred Sul MT,"3035,83","12143,31",
730835000105,Luiza Factoring Fom. Mercantil Ltda,3025,12100,
12457097000145,REC EMBU DAS ARTES S.A.,"3003,5",12014,
12093445000223,BROCKTON INDUSTRIA E COMERCIO DE VESTUARIO E FACCOES LTDA,3000,12000,
5156713000162,LUTAN DISTRIBUIDORA DE ALIMENTOS LTDA ,3000,12000,
17766825000114,M B C MATERIAIS BASICOS PARA CONSTRUCAO LTDA,3000,12000,
73612970000111,IFORTIX INSTALACOES E CONSTRUCOES LTDA.,3000,12000,
44672780000191,Junção Comércio e serviços ltda.,3000,12000,
91156471004721,IMPORTADORA E EXPORTADORA DE CEREAIS SA,3000,12000,
8108006000199,Ravas Retífica e Distribuidora de Peças Automotivas Ltda.,3000,12000,
89822530000129,Indústria de Matrizes Belga Ltda,3000,12000,
97181515000177,Diferpan Comércio de Importação e Exportação Ltda,3000,12000,
63935688000111,RACA TRANSPORTES LTDA,3000,12000,
7959236000107,Itaipu Norte Comércio de Máquinas e Veículos Ltda,3000,12000,
3128979000176,Distribuidora Equador de Produtos de Petróleo Ltda.,3000,12000,
87196754000147,Comercial de Cosméticos Azambuja Ltda,3000,12000,
1654749000115,Strada Veículos e Peças Ltda,3000,12000,
